#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2015-05-07T20:14:35 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ554bc7607b0a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/A+A/552/A16&tab:{J/A+A/552/A16/limb6}&key:source=J/A+A/552/A16/limb6&HTTPPRM:&
#-source=J/A+A/552/A16/limb6
#-order=I
#-out=logg
#-out=Teff
#-out=Z
#-out=xi
#-out=a1
#-out=a2
#-out=a3
#-out=a4
#-out=Filt
#-out=Met
#-out=Mod
#-out.all=2
#

#RESOURCE=yCat_35520016
#Name: J/A+A/552/A16
#Title: Limb-darkening for CoRoT, Kepler, Spitzer. II. (Claret+, 2013)
#Table	J_A_A_552_A16_limb6:
#Name: J/A+A/552/A16/limb6
#Title: Limb-darkening coefficients for the non-linear law for spherical and quasi-spherical PHOENIX models
#Column	logg	(F5.2)	[2.5/5.5] Surface gravity	[ucd=phys.gravity]
#Column	Teff	(F6)	[5000/10000] Effective temperature	[ucd=phys.temperature.effective]
#Column	Z	(F4.1)	[0] Metallicity (log[M/H])	[ucd=phys.abund.Z]
#Column	xi	(F4.1)	[2] Microturbulent velocity {xi}	[ucd=phys.veloc]
#Column	a1	(F10.5)	Equation 6 limb darkening coefficient a1 (G2)	[ucd=phot.limbDark]
#Column	a2	(F10.5)	Equation 6 limb darkening coefficient a2 (G2)	[ucd=phot.limbDark]
#Column	a3	(F10.5)	Equation 6 limb darkening coefficient a3 (G2)	[ucd=phot.limbDark]
#Column	a4	(F10.5)	Equation 6 limb darkening coefficient a4 (G2)	[ucd=phot.limbDark]
#Column	Filt	(A2)	Filter (G1)	[ucd=meta.id;instr.filter]
#Column	Met	(A1)	[L] Method (Least-Square)	[ucd=meta.id;stat.fit]
#Column	Mod	(A2)	[qs s] quasi-spherical/spherical PHOENIX model	[ucd=stat.param;meta.modelled]
logg	Teff	Z	xi	a1	a2	a3	a4	Filt	Met	Mod
 5.50	  6100	 0.0	 2.0	  -0.29523	   1.78485	  -0.78724	   0.04408	b 	L	qs
 3.00	  6200	 0.0	 2.0	   5.14698	 -10.23593	  10.63952	  -3.85840	b 	L	qs
 3.50	  6200	 0.0	 2.0	   1.48234	  -2.45319	   3.41361	  -1.39952	b 	L	qs
 4.00	  6200	 0.0	 2.0	   0.56447	  -0.36490	   1.40581	  -0.72491	b 	L	qs
 4.50	  6200	 0.0	 2.0	   0.27555	   0.58348	   0.21859	  -0.25296	b 	L	qs
 5.00	  6200	 0.0	 2.0	  -0.25370	   1.66930	  -0.66840	  -0.00097	b 	L	qs
 5.50	  6200	 0.0	 2.0	  -0.34260	   1.93339	  -0.95923	   0.10293	b 	L	qs
 3.00	  6300	 0.0	 2.0	   6.59060	 -13.35415	  13.57881	  -4.88273	b 	L	qs
 3.50	  6300	 0.0	 2.0	   1.08113	  -1.41456	   2.37898	  -1.06295	b 	L	qs
 4.00	  6300	 0.0	 2.0	   0.48522	  -0.16792	   1.21757	  -0.67010	b 	L	qs
 4.50	  6300	 0.0	 2.0	   0.23891	   0.69483	   0.09188	  -0.21154	b 	L	qs
 5.00	  6300	 0.0	 2.0	  -0.30391	   1.81871	  -0.83521	   0.05500	b 	L	qs
 5.50	  6300	 0.0	 2.0	  -0.43723	   2.19450	  -1.24354	   0.20175	b 	L	qs
 3.00	  6400	 0.0	 2.0	   8.70579	 -17.92397	  17.87473	  -6.37086	b 	L	qs
 3.50	  6400	 0.0	 2.0	   1.00404	  -1.20309	   2.17132	  -1.00211	b 	L	qs
 4.00	  6400	 0.0	 2.0	   0.39615	   0.05758	   0.99798	  -0.60340	b 	L	qs
 4.50	  6400	 0.0	 2.0	   0.20353	   0.80413	  -0.03289	  -0.17052	b 	L	qs
 5.00	  6400	 0.0	 2.0	  -0.35878	   1.96873	  -0.99710	   0.10873	b 	L	qs
 5.50	  6400	 0.0	 2.0	  -0.19291	   1.81657	  -1.07375	   0.19093	b 	L	qs
 3.00	  6500	 0.0	 2.0	  10.78006	 -22.36272	  22.02007	  -7.80096	b 	L	qs
 3.50	  6500	 0.0	 2.0	   0.92750	  -0.97709	   1.93899	  -0.93006	b 	L	qs
 4.00	  6500	 0.0	 2.0	   0.29878	   0.30902	   0.74864	  -0.52508	b 	L	qs
 4.50	  6500	 0.0	 2.0	   0.16292	   0.92190	  -0.16227	  -0.12852	b 	L	qs
 5.00	  6500	 0.0	 2.0	  -0.40604	   2.12307	  -1.17543	   0.17079	b 	L	qs
 5.50	  6500	 0.0	 2.0	  -0.21314	   1.89645	  -1.18033	   0.22976	b 	L	qs
 3.00	  6600	 0.0	 2.0	  13.40378	 -27.96557	  27.22484	  -9.58162	b 	L	qs
 3.50	  6600	 0.0	 2.0	   0.85868	  -0.75533	   1.70186	  -0.85425	b 	L	qs
 4.00	  6600	 0.0	 2.0	   0.19031	   0.59698	   0.45733	  -0.43053	b 	L	qs
 4.50	  6600	 0.0	 2.0	   0.11655	   1.05382	  -0.30563	  -0.08130	b 	L	qs
 5.00	  6600	 0.0	 2.0	  -0.45827	   2.27658	  -1.34670	   0.22976	b 	L	qs
 5.50	  6600	 0.0	 2.0	  -0.23423	   1.97453	  -1.28197	   0.26648	b 	L	qs
 3.00	  6700	 0.0	 2.0	  16.02762	 -33.50007	  32.32341	 -11.31830	b 	L	qs
 3.50	  6700	 0.0	 2.0	   0.78400	  -0.50211	   1.42193	  -0.76066	b 	L	qs
 4.00	  6700	 0.0	 2.0	   0.07916	   0.89815	   0.14790	  -0.32837	b 	L	qs
 4.50	  6700	 0.0	 2.0	   0.07133	   1.18465	  -0.44677	  -0.03531	b 	L	qs
 5.00	  6700	 0.0	 2.0	  -0.50764	   2.42408	  -1.51217	   0.28690	b 	L	qs
 5.50	  6700	 0.0	 2.0	  -0.25535	   2.05230	  -1.38171	   0.30239	b 	L	qs
 3.00	  6800	 0.0	 2.0	  17.96151	 -37.48441	  35.93025	 -12.53382	b 	L	qs
 3.50	  6800	 0.0	 2.0	   0.71389	  -0.23478	   1.11153	  -0.65205	b 	L	qs
 4.00	  6800	 0.0	 2.0	  -0.03514	   1.21972	  -0.19100	  -0.21322	b 	L	qs
 4.50	  6800	 0.0	 2.0	  -0.24538	   1.61551	  -0.55491	  -0.08710	b 	L	qs
 5.00	  6800	 0.0	 2.0	  -0.55741	   2.57045	  -1.67562	   0.34338	b 	L	qs
 5.50	  6800	 0.0	 2.0	  -0.26603	   2.09978	  -1.44998	   0.32742	b 	L	qs
 3.00	  6900	 0.0	 2.0	  19.50481	 -40.64290	  38.77958	 -13.48968	b 	L	qs
 3.50	  6900	 0.0	 2.0	   0.64174	   0.04608	   0.78033	  -0.53404	b 	L	qs
 4.00	  6900	 0.0	 2.0	  -0.16837	   1.59114	  -0.58273	  -0.07870	b 	L	qs
 4.50	  6900	 0.0	 2.0	  -0.34055	   1.88121	  -0.83653	   0.00878	b 	L	qs
 5.00	  6900	 0.0	 2.0	  -0.61024	   2.72600	  -1.84987	   0.40431	b 	L	qs
 5.50	  6900	 0.0	 2.0	  -0.28409	   2.15937	  -1.52641	   0.35473	b 	L	qs
 3.00	  7000	 0.0	 2.0	  20.80392	 -43.08887	  40.81916	 -14.13761	b 	L	qs
 3.50	  7000	 0.0	 2.0	   0.61797	   0.24115	   0.51345	  -0.43374	b 	L	qs
 4.00	  7000	 0.0	 2.0	  -0.29302	   1.95793	  -0.98135	   0.06103	b 	L	qs
 4.50	  7000	 0.0	 2.0	  -0.43989	   2.16363	  -1.13950	   0.11334	b 	L	qs
 5.00	  7000	 0.0	 2.0	  -0.66387	   2.88528	  -2.02908	   0.46731	b 	L	qs
 5.50	  7000	 0.0	 2.0	  -0.30898	   2.23737	  -1.62071	   0.38821	b 	L	qs
 3.00	  7200	 0.0	 2.0	  22.19552	 -45.36331	  42.44357	 -14.58370	b 	L	qs
 3.50	  7200	 0.0	 2.0	   0.73173	   0.32972	   0.21616	  -0.29953	b 	L	qs
 4.00	  7200	 0.0	 2.0	  -0.51381	   2.66555	  -1.78487	   0.35118	b 	L	qs
 4.50	  7200	 0.0	 2.0	  -0.65197	   2.78723	  -1.82435	   0.35577	b 	L	qs
 5.00	  7200	 0.0	 2.0	  -0.78154	   3.25735	  -2.46030	   0.62399	b 	L	qs
 5.50	  7200	 0.0	 2.0	  -0.37464	   2.43912	  -1.85502	   0.47077	b 	L	qs
 3.00	  7400	 0.0	 2.0	  22.63088	 -45.46462	  41.93943	 -14.27408	b 	L	qs
 3.50	  7400	 0.0	 2.0	   1.23406	  -0.37546	   0.60882	  -0.38354	b 	L	qs
 4.00	  7400	 0.0	 2.0	  -0.65036	   3.23787	  -2.50890	   0.62876	b 	L	qs
 4.50	  7400	 0.0	 2.0	  -0.84615	   3.41111	  -2.54364	   0.61952	b 	L	qs
 5.00	  7400	 0.0	 2.0	  -0.86279	   3.57653	  -2.86144	   0.77477	b 	L	qs
 5.50	  7400	 0.0	 2.0	  -0.86858	   3.58131	  -2.89234	   0.79515	b 	L	qs
 3.00	  7600	 0.0	 2.0	  22.44088	 -44.25079	  40.21848	 -13.54135	b 	L	qs
 3.50	  7600	 0.0	 2.0	   2.47577	  -2.69071	   2.48601	  -0.96228	b 	L	qs
 4.00	  7600	 0.0	 2.0	  -0.64698	   3.53519	  -3.01056	   0.84275	b 	L	qs
 4.50	  7600	 0.0	 2.0	  -0.97869	   3.93597	  -3.20529	   0.87457	b 	L	qs
 5.00	  7600	 0.0	 2.0	  -0.92585	   3.88018	  -3.27348	   0.93741	b 	L	qs
 5.50	  7600	 0.0	 2.0	  -0.91943	   3.81654	  -3.21149	   0.92047	b 	L	qs
 3.00	  7800	 0.0	 2.0	  25.60679	 -49.77449	  44.17976	 -14.55503	b 	L	qs
 3.50	  7800	 0.0	 2.0	   7.27227	 -12.83202	  11.74702	  -4.07105	b 	L	qs
 4.00	  7800	 0.0	 2.0	  -0.44804	   3.42057	  -3.15469	   0.94679	b 	L	qs
 4.50	  7800	 0.0	 2.0	  -1.00128	   4.24518	  -3.69460	   1.08096	b 	L	qs
 5.00	  7800	 0.0	 2.0	  -0.91945	   4.05582	  -3.58859	   1.07403	b 	L	qs
 5.50	  7800	 0.0	 2.0	  -0.93406	   3.99179	  -3.49226	   1.03773	b 	L	qs
 3.00	  8000	 0.0	 2.0	  24.96246	 -47.80140	  41.84407	 -13.60333	b 	L	qs
 3.50	  8000	 0.0	 2.0	  11.95139	 -22.78695	  20.86555	  -7.13143	b 	L	qs
 4.00	  8000	 0.0	 2.0	  -0.03862	   2.82222	  -2.84351	   0.89978	b 	L	qs
 4.50	  8000	 0.0	 2.0	  -0.88668	   4.25940	  -3.92575	   1.20791	b 	L	qs
 5.00	  8000	 0.0	 2.0	  -0.82195	   4.03921	  -3.74025	   1.16160	b 	L	qs
 5.50	  8000	 0.0	 2.0	  -0.89548	   4.06625	  -3.69748	   1.13559	b 	L	qs
 3.00	  8200	 0.0	 2.0	  22.84981	 -43.46579	  38.01353	 -12.33583	b 	L	qs
 3.50	  8200	 0.0	 2.0	  15.70049	 -30.84815	  28.27829	  -9.60860	b 	L	qs
 4.00	  8200	 0.0	 2.0	   0.53759	   1.77930	  -2.07004	   0.68995	b 	L	qs
 4.50	  8200	 0.0	 2.0	   0.06003	   2.38303	  -2.45438	   0.79288	b 	L	qs
 5.00	  8200	 0.0	 2.0	  -0.61961	   3.79303	  -3.68603	   1.18362	b 	L	qs
 5.50	  8200	 0.0	 2.0	  -0.77471	   3.96474	  -3.74696	   1.18389	b 	L	qs
 3.00	  8400	 0.0	 2.0	  22.48357	 -42.25187	  36.42061	 -11.61838	b 	L	qs
 3.50	  8400	 0.0	 2.0	  19.72589	 -39.75979	  36.65219	 -12.43873	b 	L	qs
 4.00	  8400	 0.0	 2.0	   1.20091	   0.43750	  -0.94542	   0.34862	b 	L	qs
 4.50	  8400	 0.0	 2.0	   0.34579	   1.90876	  -2.15092	   0.72364	b 	L	qs
 5.00	  8400	 0.0	 2.0	  -0.32409	   3.30744	  -3.38955	   1.12108	b 	L	qs
 5.50	  8400	 0.0	 2.0	  -0.58251	   3.70115	  -3.64912	   1.18535	b 	L	qs
 3.00	  8600	 0.0	 2.0	  22.28292	 -41.44235	  35.37158	 -11.18121	b 	L	qs
 3.50	  8600	 0.0	 2.0	  22.52809	 -46.27119	  43.01427	 -14.65516	b 	L	qs
 4.00	  8600	 0.0	 2.0	   1.79093	  -0.93854	   0.33467	  -0.05955	b 	L	qs
 4.50	  8600	 0.0	 2.0	   0.66650	   1.29462	  -1.67244	   0.58716	b 	L	qs
 5.00	  8600	 0.0	 2.0	   0.02764	   2.66208	  -2.92395	   0.99905	b 	L	qs
 5.50	  8600	 0.0	 2.0	  -0.31775	   3.25873	  -3.37682	   1.12767	b 	L	qs
 3.00	  8800	 0.0	 2.0	  21.94582	 -40.09114	  33.62478	 -10.45892	b 	L	qs
 3.50	  8800	 0.0	 2.0	  24.66759	 -50.81817	  47.10112	 -15.97781	b 	L	qs
 4.00	  8800	 0.0	 2.0	   2.52681	  -3.11284	   2.73084	  -0.93926	b 	L	qs
 4.50	  8800	 0.0	 2.0	   0.72218	   0.89756	  -1.12500	   0.36766	b 	L	qs
 5.00	  8800	 0.0	 2.0	   0.18449	   1.93666	  -2.03357	   0.65674	b 	L	qs
 5.50	  8800	 0.0	 2.0	  -0.06035	   2.32062	  -2.31105	   0.73371	b 	L	qs
 3.00	  9000	 0.0	 2.0	  20.97493	 -37.33867	  30.56265	  -9.28760	b 	L	qs
 3.50	  9000	 0.0	 2.0	  27.02405	 -55.77874	  51.61566	 -17.48977	b 	L	qs
 4.00	  9000	 0.0	 2.0	   2.54666	  -3.14294	   2.73365	  -0.93032	b 	L	qs
 4.50	  9000	 0.0	 2.0	   1.00811	   0.18744	  -0.44869	   0.15438	b 	L	qs
 5.00	  9000	 0.0	 2.0	   0.42710	   1.40725	  -1.58291	   0.51925	b 	L	qs
 5.50	  9000	 0.0	 2.0	   0.13110	   1.93583	  -2.01875	   0.65288	b 	L	qs
 3.00	  9200	 0.0	 2.0	  19.32881	 -33.05331	  26.02646	  -7.60312	b 	L	qs
 3.50	  9200	 0.0	 2.0	  29.43775	 -60.78812	  56.10632	 -18.97220	b 	L	qs
 4.00	  9200	 0.0	 2.0	   3.23417	  -4.75677	   4.23301	  -1.40275	b 	L	qs
 4.50	  9200	 0.0	 2.0	   1.36330	  -0.85638	   0.72192	  -0.27835	b 	L	qs
 5.00	  9200	 0.0	 2.0	   0.59949	   1.01919	  -1.24369	   0.41586	b 	L	qs
 5.50	  9200	 0.0	 2.0	   0.29531	   1.61061	  -1.77300	   0.58532	b 	L	qs
 3.00	  9400	 0.0	 2.0	  16.71664	 -26.53552	  19.31262	  -5.15235	b 	L	qs
 3.50	  9400	 0.0	 2.0	  31.36606	 -64.72250	  59.58328	 -20.10717	b 	L	qs
 4.00	  9400	 0.0	 2.0	   3.46537	  -5.24705	   4.68842	  -1.56523	b 	L	qs
 4.50	  9400	 0.0	 2.0	   1.16537	  -0.38435	   0.24705	  -0.11120	b 	L	qs
 5.00	  9400	 0.0	 2.0	   0.72074	   0.68464	  -0.90743	   0.30811	b 	L	qs
 5.50	  9400	 0.0	 2.0	   0.43867	   1.30228	  -1.51940	   0.51058	b 	L	qs
 3.00	  9600	 0.0	 2.0	  12.99587	 -17.48523	  10.15041	  -1.84638	b 	L	qs
 3.50	  9600	 0.0	 2.0	  33.15981	 -68.24847	  62.59408	 -21.05934	b 	L	qs
 4.00	  9600	 0.0	 2.0	   3.93922	  -6.23038	   5.54890	  -1.84464	b 	L	qs
 4.50	  9600	 0.0	 2.0	   1.61945	  -1.47295	   1.23486	  -0.39902	b 	L	qs
 5.00	  9600	 0.0	 2.0	   0.90952	   0.07558	  -0.22166	   0.07139	b 	L	qs
 5.50	  9600	 0.0	 2.0	   0.54966	   1.04297	  -1.28764	   0.43856	b 	L	qs
 3.00	  9800	 0.0	 2.0	   8.50215	  -6.70032	  -0.66246	   2.02812	b 	L	qs
 3.50	  9800	 0.0	 2.0	  34.72129	 -71.18509	  64.99274	 -21.78593	b 	L	qs
 4.00	  9800	 0.0	 2.0	   4.45783	  -7.31097	   6.51072	  -2.16259	b 	L	qs
 4.50	  9800	 0.0	 2.0	   1.64839	  -1.59127	   1.40647	  -0.48104	b 	L	qs
 5.00	  9800	 0.0	 2.0	   0.92183	  -0.10722	   0.11831	  -0.10455	b 	L	qs
 5.50	  9800	 0.0	 2.0	   0.62276	   0.84467	  -1.09057	   0.37557	b 	L	qs
 3.00	 10000	 0.0	 2.0	   3.05928	   6.20853	 -13.49348	   6.59711	b 	L	qs
 3.50	 10000	 0.0	 2.0	  35.64763	 -72.64566	  65.94224	 -21.99954	b 	L	qs
 4.00	 10000	 0.0	 2.0	   5.21139	  -8.89653	   7.94307	  -2.64066	b 	L	qs
 4.50	 10000	 0.0	 2.0	   1.82103	  -1.93109	   1.67202	  -0.55893	b 	L	qs
 5.00	 10000	 0.0	 2.0	   0.79663	   0.21304	  -0.26618	   0.06890	b 	L	qs
 5.50	 10000	 0.0	 2.0	   0.67790	   0.62141	  -0.82657	   0.28848	b 	L	qs
 3.00	  5000	 0.0	 2.0	   2.51406	  -4.21230	   4.38502	  -1.44544	y 	L	qs
 3.50	  5000	 0.0	 2.0	   1.30036	  -1.77852	   2.23918	  -0.74903	y 	L	qs
 4.00	  5000	 0.0	 2.0	   0.95682	  -1.19608	   1.84446	  -0.66737	y 	L	qs
 4.50	  5000	 0.0	 2.0	   0.79403	  -0.90447	   1.61496	  -0.60043	y 	L	qs
 5.00	  5000	 0.0	 2.0	   0.72305	  -0.81001	   1.60469	  -0.63035	y 	L	qs
 5.50	  5000	 0.0	 2.0	   0.53673	  -0.31884	   1.09710	  -0.46012	y 	L	qs
 3.00	  5100	 0.0	 2.0	   2.64547	  -4.48263	   4.63495	  -1.53895	y 	L	qs
 3.50	  5100	 0.0	 2.0	   1.37910	  -1.98036	   2.49224	  -0.87426	y 	L	qs
 4.00	  5100	 0.0	 2.0	   0.97681	  -1.22326	   1.86903	  -0.68674	y 	L	qs
 4.50	  5100	 0.0	 2.0	   0.80175	  -0.90326	   1.61273	  -0.61107	y 	L	qs
 5.00	  5100	 0.0	 2.0	   0.70275	  -0.74886	   1.55332	  -0.62818	y 	L	qs
 5.50	  5100	 0.0	 2.0	   0.53250	  -0.29272	   1.07519	  -0.46542	y 	L	qs
 3.00	  5200	 0.0	 2.0	   2.73108	  -4.65381	   4.79069	  -1.59939	y 	L	qs
 3.50	  5200	 0.0	 2.0	   1.42283	  -2.07235	   2.58634	  -0.91868	y 	L	qs
 4.00	  5200	 0.0	 2.0	   0.99329	  -1.24409	   1.88681	  -0.70276	y 	L	qs
 4.50	  5200	 0.0	 2.0	   0.80468	  -0.89423	   1.60584	  -0.62033	y 	L	qs
 5.00	  5200	 0.0	 2.0	   0.68458	  -0.69177	   1.50353	  -0.62534	y 	L	qs
 5.50	  5200	 0.0	 2.0	   0.62442	  -0.58691	   1.43165	  -0.60929	y 	L	qs
 3.00	  5300	 0.0	 2.0	   2.91364	  -5.07841	   5.25321	  -1.79647	y 	L	qs
 3.50	  5300	 0.0	 2.0	   1.46122	  -2.14855	   2.66033	  -0.95404	y 	L	qs
 4.00	  5300	 0.0	 2.0	   1.01060	  -1.26799	   1.90659	  -0.71845	y 	L	qs
 4.50	  5300	 0.0	 2.0	   0.81241	  -0.89299	   1.59934	  -0.62683	y 	L	qs
 5.00	  5300	 0.0	 2.0	   0.66893	  -0.63474	   1.44704	  -0.61790	y 	L	qs
 5.50	  5300	 0.0	 2.0	   0.62273	  -0.54796	   1.38176	  -0.60057	y 	L	qs
 3.00	  5400	 0.0	 2.0	   3.06677	  -5.40336	   5.56237	  -1.91290	y 	L	qs
 3.50	  5400	 0.0	 2.0	   1.50048	  -2.22646	   2.73528	  -0.98916	y 	L	qs
 4.00	  5400	 0.0	 2.0	   1.03082	  -1.30015	   1.93499	  -0.73700	y 	L	qs
 4.50	  5400	 0.0	 2.0	   0.76906	  -0.80142	   1.56755	  -0.65867	y 	L	qs
 5.00	  5400	 0.0	 2.0	   0.64572	  -0.56073	   1.37202	  -0.60253	y 	L	qs
 5.50	  5400	 0.0	 2.0	   0.59195	  -0.45644	   1.29043	  -0.57974	y 	L	qs
 3.00	  5500	 0.0	 2.0	   3.23423	  -5.78272	   5.93915	  -2.05627	y 	L	qs
 3.50	  5500	 0.0	 2.0	   1.54644	  -2.32329	   2.83158	  -1.03241	y 	L	qs
 4.00	  5500	 0.0	 2.0	   1.05319	  -1.34120	   1.97362	  -0.75902	y 	L	qs
 4.50	  5500	 0.0	 2.0	   0.76020	  -0.76424	   1.52933	  -0.65539	y 	L	qs
 5.00	  5500	 0.0	 2.0	   0.62448	  -0.49324	   1.30498	  -0.59007	y 	L	qs
 5.50	  5500	 0.0	 2.0	   0.56860	  -0.38432	   1.21665	  -0.56405	y 	L	qs
 3.00	  5600	 0.0	 2.0	   3.41362	  -6.17380	   6.31539	  -2.19618	y 	L	qs
 3.50	  5600	 0.0	 2.0	   1.58952	  -2.41454	   2.92175	  -1.07281	y 	L	qs
 4.00	  5600	 0.0	 2.0	   1.07465	  -1.38142	   2.01069	  -0.77959	y 	L	qs
 4.50	  5600	 0.0	 2.0	   0.74764	  -0.71933	   1.48129	  -0.64717	y 	L	qs
 5.00	  5600	 0.0	 2.0	   0.61127	  -0.44548	   1.25375	  -0.58122	y 	L	qs
 5.50	  5600	 0.0	 2.0	   0.28287	   0.33019	   0.51972	  -0.34529	y 	L	qs
 3.00	  5700	 0.0	 2.0	   3.59930	  -6.58010	   6.70960	  -2.34364	y 	L	qs
 3.50	  5700	 0.0	 2.0	   1.63267	  -2.51030	   3.01984	  -1.11680	y 	L	qs
 4.00	  5700	 0.0	 2.0	   0.99433	  -1.23171	   1.93850	  -0.80049	y 	L	qs
 4.50	  5700	 0.0	 2.0	   0.73584	  -0.67687	   1.43566	  -0.63933	y 	L	qs
 5.00	  5700	 0.0	 2.0	   0.59583	  -0.39369	   1.19736	  -0.56938	y 	L	qs
 5.50	  5700	 0.0	 2.0	   0.23946	   0.45996	   0.38012	  -0.30402	y 	L	qs
 3.00	  5800	 0.0	 2.0	   3.79949	  -7.02320	   7.14179	  -2.50479	y 	L	qs
 3.50	  5800	 0.0	 2.0	   1.66487	  -2.58267	   3.09658	  -1.15341	y 	L	qs
 4.00	  5800	 0.0	 2.0	   0.99607	  -1.21451	   1.91100	  -0.79614	y 	L	qs
 4.50	  5800	 0.0	 2.0	   0.71800	  -0.62395	   1.38031	  -0.62733	y 	L	qs
 5.00	  5800	 0.0	 2.0	   0.57747	  -0.33710	   1.13575	  -0.55481	y 	L	qs
 5.50	  5800	 0.0	 2.0	   0.19645	   0.58916	   0.23789	  -0.25996	y 	L	qs
 3.00	  5900	 0.0	 2.0	   4.05062	  -7.57548	   7.67641	  -2.70106	y 	L	qs
 3.50	  5900	 0.0	 2.0	   1.69715	  -2.65740	   3.17842	  -1.19264	y 	L	qs
 4.00	  5900	 0.0	 2.0	   0.98578	  -1.18882	   1.89076	  -0.79866	y 	L	qs
 4.50	  5900	 0.0	 2.0	   0.70140	  -0.57969	   1.33716	  -0.62031	y 	L	qs
 5.00	  5900	 0.0	 2.0	   0.55710	  -0.27681	   1.06972	  -0.53771	y 	L	qs
 5.50	  5900	 0.0	 2.0	   0.15552	   0.71084	   0.10267	  -0.21736	y 	L	qs
 3.00	  6000	 0.0	 2.0	   4.39444	  -8.32720	   8.39800	  -2.96155	y 	L	qs
 3.50	  6000	 0.0	 2.0	   1.75351	  -2.79853	   3.32669	  -1.25457	y 	L	qs
 4.00	  6000	 0.0	 2.0	   0.96829	  -1.14499	   1.85161	  -0.79378	y 	L	qs
 4.50	  6000	 0.0	 2.0	   0.64742	  -0.47525	   1.25201	  -0.60251	y 	L	qs
 5.00	  6000	 0.0	 2.0	   0.14538	   0.74664	   0.05335	  -0.20090	y 	L	qs
 5.50	  6000	 0.0	 2.0	   0.10585	   0.85496	  -0.05550	  -0.16604	y 	L	qs
 3.00	  6100	 0.0	 2.0	   4.98714	  -9.62056	   9.62912	  -3.39688	y 	L	qs
 3.50	  6100	 0.0	 2.0	   1.76445	  -2.82964	   3.37089	  -1.28164	y 	L	qs
 4.00	  6100	 0.0	 2.0	   0.92349	  -1.03526	   1.74377	  -0.76270	y 	L	qs
 4.50	  6100	 0.0	 2.0	   0.62268	  -0.41837	   1.19707	  -0.58989	y 	L	qs
 5.00	  6100	 0.0	 2.0	   0.13711	   0.77656	   0.01227	  -0.18982	y 	L	qs
 5.50	  6100	 0.0	 2.0	   0.06380	   0.97626	  -0.19045	  -0.12221	y 	L	qs
 3.00	  6200	 0.0	 2.0	   6.16195	 -12.17435	  12.03921	  -4.23512	y 	L	qs
 3.50	  6200	 0.0	 2.0	   1.77266	  -2.85177	   3.40489	  -1.30479	y 	L	qs
 4.00	  6200	 0.0	 2.0	   0.91900	  -1.02491	   1.73956	  -0.77028	y 	L	qs
 4.50	  6200	 0.0	 2.0	   0.48687	   0.16078	   0.40878	  -0.27335	y 	L	qs
 5.00	  6200	 0.0	 2.0	   0.09844	   0.88463	  -0.10680	  -0.15125	y 	L	qs
 5.50	  6200	 0.0	 2.0	   0.01803	   1.10521	  -0.33384	  -0.07432	y 	L	qs
 3.00	  6300	 0.0	 2.0	   8.15898	 -16.52614	  16.14258	  -5.65442	y 	L	qs
 3.50	  6300	 0.0	 2.0	   1.54351	  -2.29309	   2.89369	  -1.16155	y 	L	qs
 4.00	  6300	 0.0	 2.0	   0.87561	  -0.92511	   1.64966	  -0.74805	y 	L	qs
 4.50	  6300	 0.0	 2.0	   0.45776	   0.24221	   0.31638	  -0.24335	y 	L	qs
 5.00	  6300	 0.0	 2.0	   0.05641	   1.00016	  -0.23259	  -0.11007	y 	L	qs
 5.50	  6300	 0.0	 2.0	  -0.08331	   1.35898	  -0.59565	   0.01396	y 	L	qs
 3.00	  6400	 0.0	 2.0	  11.21576	 -23.18920	  22.41910	  -7.81926	y 	L	qs
 3.50	  6400	 0.0	 2.0	   1.51768	  -2.21894	   2.82497	  -1.14727	y 	L	qs
 4.00	  6400	 0.0	 2.0	   0.82439	  -0.80327	   1.53583	  -0.71668	y 	L	qs
 4.50	  6400	 0.0	 2.0	   0.43610	   0.30588	   0.24232	  -0.21979	y 	L	qs
 5.00	  6400	 0.0	 2.0	   0.01367	   1.10411	  -0.34066	  -0.07550	y 	L	qs
 5.50	  6400	 0.0	 2.0	   0.05885	   1.19980	  -0.62017	   0.06526	y 	L	qs
 3.00	  6500	 0.0	 2.0	  14.17484	 -29.60595	  28.44479	  -9.89409	y 	L	qs
 3.50	  6500	 0.0	 2.0	   1.50095	  -2.15520	   2.76045	  -1.13328	y 	L	qs
 4.00	  6500	 0.0	 2.0	   0.77102	  -0.67391	   1.41412	  -0.68260	y 	L	qs
 4.50	  6500	 0.0	 2.0	   0.40712	   0.38281	   0.15830	  -0.19301	y 	L	qs
 5.00	  6500	 0.0	 2.0	  -0.02898	   1.23262	  -0.48540	  -0.02576	y 	L	qs
 5.50	  6500	 0.0	 2.0	   0.03626	   1.27260	  -0.71251	   0.09846	y 	L	qs
 3.00	  6600	 0.0	 2.0	  17.76539	 -37.34777	  35.66818	 -12.36381	y 	L	qs
 3.50	  6600	 0.0	 2.0	   1.49093	  -2.09594	   2.69353	  -1.11688	y 	L	qs
